element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
O,1,94.8686,94.8686,40*,7.80e+05,D,0.000,105409.008,2s2.2p4,3P,2,2s2.2p3.(4S*).5d,3D*,1,,T5713LS,L3760
O,1,94.8686,94.8686,40*,2.81e+07,C+,0.000,105409.008,2s2.2p4,3P,2,2s2.2p3.(4S*).5d,3D*,3,,T5713LS,L3760
O,1,94.8686,94.8686,40*,7.02e+06,C,0.000,105409.008,2s2.2p4,3P,2,2s2.2p3.(4S*).5d,3D*,2,,T5713LS,L3760
O,1,,95.0112,,1.16e+07,C,158.265,105409.008,2s2.2p4,3P,1,2s2.2p3.(4S*).5d,3D*,1,,T5713LS,
O,1,,95.0112,,2.10e+07,C+,158.265,105409.008,2s2.2p4,3P,1,2s2.2p3.(4S*).5d,3D*,2,,T5713LS,
O,4,,95.0716,,8.66e+06,C,482666.1,587850.0,2s.2p.(3P*).3p,2D,3/2,2s2.7f,2F*,5/2,,T5109LS,
O,1,,95.0733,,1.55e+07,C,226.977,105409.008,2s2.2p4,3P,0,2s2.2p3.(4S*).5d,3D*,1,,T5713LS,
O,1,,95.0885,,1.94e+07,C,0.000,105165.232,2s2.2p4,3P,2,2s2.2p3.(4S*).6s,3S*,1,,T5713LS,
O,1,,95.2318,,1.16e+07,C,158.265,105165.232,2s2.2p4,3P,1,2s2.2p3.(4S*).6s,3S*,1,,T5713LS,
O,4,,95.2580,,7.00e+08,B,492890.9,597869,2s.2p.(3P*).3p,2S,1/2,2s.2p.(3P*).4d,2P*,1/2,,T5109LS,
O,1,,95.2941,,3.85e+06,C,226.977,105165.232,2s2.2p4,3P,0,2s2.2p3.(4S*).6s,3S*,1,,T5713LS,
O,4,,95.3031,,9.21e+06,C+,482921.6,587850.0,2s.2p.(3P*).3p,2D,5/2,2s2.7f,2F*,7/2,,T5109LS,
O,4,,95.3031,,6.14e+05,D,482921.6,587850.0,2s.2p.(3P*).3p,2D,5/2,2s2.7f,2F*,5/2,,T5109LS,
O,4,,95.3934,,6.97e+08,B,492890.9,597720,2s.2p.(3P*).3p,2S,1/2,2s.2p.(3P*).4d,2P*,3/2,,T5109LS,
O,7,,95.6846,,1.17e+08,A,5748230.0,5852740.0,1s.5d,1D,2,1s.7p,1P*,1,,T5231,
O,7,,95.7029,,3.76e+07,A,5747400.0,5851890.0,1s.5d,3D,1,1s.7p,3P*,1,,T5231LS,
O,7,,95.7029,,1.50e+08,A,5747400.0,5851890.0,1s.5d,3D,1,1s.7p,3P*,0,,T5231LS,
O,7,,95.7029,,1.50e+06,A,5747400.0,5851890.0,1s.5d,3D,1,1s.7p,3P*,2,,T5231LS,
O,7,,95.7213,,1.13e+08,A,5747420.0,5851890.0,1s.5d,3D,2,1s.7p,3P*,1,,T5231LS,
O,7,,95.7213,,2.26e+07,A,5747420.0,5851890.0,1s.5d,3D,2,1s.7p,3P*,2,,T5231LS,
O,7,,95.9049,,1.26e+08,A,5747620.0,5851890.0,1s.5d,3D,3,1s.7p,3P*,2,,T5231LS,
O,3,,96.7540,,1.19e+06,D,197087.7,300442.55,2s.2p3,3S*,1,2s2.2p.(2P*).3p,3P,2,,T5376LS,
O,3,,96.7670,,2.73e+08,B,210461.8,313802.77,2s.2p3,1P*,1,2s2.2p.(2P*).3p,1S,0,,"T5376,T5791",
O,3,,96.8765,,1.18e+06,D,197087.7,300311.96,2s.2p3,3S*,1,2s2.2p.(2P*).3p,3P,1,,T5376LS,
O,3,,96.9372,,1.65e+07,D,267258.71,370418.32,2s2.2p.(2P*).3s,3P*,0,2s2.2p.(2P*).4p,3P,1,,T5376LS,
O,3,,96.9468,,1.24e+07,D,267377.11,370526.49,2s2.2p.(2P*).3s,3P*,1,2s2.2p.(2P*).4p,3P,2,,T5376LS,
O,3,,96.9535,,1.18e+06,D,197087.7,300229.93,2s.2p3,3S*,1,2s2.2p.(2P*).3p,3P,0,,T5376LS,
O,3,,97.0485,,1.24e+07,D,267377.11,370418.32,2s2.2p.(2P*).3s,3P*,1,2s2.2p.(2P*).4p,3P,1,,T5376LS,
O,3,,97.1326,,4.93e+07,D,267377.11,370329.18,2s2.2p.(2P*).3s,3P*,1,2s2.2p.(2P*).4p,3P,0,,T5376LS,
O,1,97.1738,97.1737,90*,1.62e+06,C+,0.000,102908.489,2s2.2p4,3P,2,2s2.2p3.(4S*).4d,3D*,1,,"T5803,LS",L3760
O,1,97.1738,97.1738,90*,5.85e+07,C+,0.000,102908.374,2s2.2p4,3P,2,2s2.2p3.(4S*).4d,3D*,3,,"T5803,LS",L3760
O,1,97.1738,97.1738,90*,1.46e+07,C+,0.000,102908.443,2s2.2p4,3P,2,2s2.2p3.(4S*).4d,3D*,2,,"T5803,LS",L3760
O,3,,97.1888,,3.69e+07,C,267634.00,370526.49,2s2.2p.(2P*).3s,3P*,2,2s2.2p.(2P*).4p,3P,2,,T5376LS,
O,3,,97.2911,,2.04e+07,D,267634.00,370418.32,2s2.2p.(2P*).3s,3P*,2,2s2.2p.(2P*).4p,3P,1,,T5376LS,
O,1,,97.3234,,2.42e+07,C+,158.265,102908.489,2s2.2p4,3P,1,2s2.2p3.(4S*).4d,3D*,1,,"T5803,LS",
O,1,,97.3234,,4.37e+07,C+,158.265,102908.443,2s2.2p4,3P,1,2s2.2p3.(4S*).4d,3D*,2,,"T5803,LS",
O,4,,97.3428,,1.59e+08,B,390161.2,492890.9,2s2.3p,2P*,1/2,2s.2p.(3P*).3p,2S,1/2,,T5109LS,
O,1,,97.3885,,3.23e+07,C+,226.977,102908.489,2s2.2p4,3P,0,2s2.2p3.(4S*).4d,3D*,1,,"T5803,LS",
O,1,,97.4070,,1.10e+05,C,0.000,102662.026,2s2.2p4,3P,2,2s2.2p3.(2D*).3s,1D*,2,,T5986,
O,4,,97.4252,,3.16e+08,B,390248.0,492890.9,2s2.3p,2P*,3/2,2s.2p.(3P*).3p,2S,1/2,,T5109LS,
O,1,,97.5574,,2.22e+04,C,158.265,102662.026,2s2.2p4,3P,1,2s2.2p3.(2D*).3s,1D*,2,,T5986,
O,1,97.6448,97.6448,40,3.86e+07,C+,0.000,102411.995,2s2.2p4,3P,2,2s2.2p3.(4S*).5s,3S*,1,,T5713LS,L3760
O,1,,97.7959,,2.30e+07,C+,158.265,102411.995,2s2.2p4,3P,1,2s2.2p3.(4S*).5s,3S*,1,,T5713LS,
O,1,,97.8617,,7.66e+06,C,226.977,102411.995,2s2.2p4,3P,0,2s2.2p3.(4S*).5s,3S*,1,,T5713LS,
O,3,,98.2094,,1.34e+08,C+,290958.25,392781.47,2s2.2p.(2P*).3p,1P,1,2s2.2p.(2P*).5s,1P*,1,,T5376,
O,4,,98.3696,,8.05e+07,B,452806.6,554464,2s.2p.(3P*).3s,2P*,1/2,2s.2p.(1P*).3p,2S,1/2,,T5109LS,
O,4,,98.6221,,6.61e+07,C+,495169,596566.2,2s.2p.(3P*).3d,4F*,3/2,2s.2p.(3P*).4f,4D,1/2,,T5109LS,
O,4,,98.6266,,1.60e+08,B,453071.5,554464,2s.2p.(3P*).3s,2P*,3/2,2s.2p.(1P*).3p,2S,1/2,,T5109LS,
O,4,,98.6744,,1.32e+07,C,495169,596512.4,2s.2p.(3P*).3d,4F*,3/2,2s.2p.(3P*).4f,4D,3/2,,T5109LS,
O,4,,98.7411,,6.27e+05,D,495169,596444,2s.2p.(3P*).3d,4F*,3/2,2s.2p.(3P*).4f,4D,5/2,,T5109LS,
O,4,,98.7495,,5.29e+07,C+,495246.1,596512.4,2s.2p.(3P*).3d,4F*,5/2,2s.2p.(3P*).4f,4D,3/2,,T5109LS,
O,4,,98.8163,,1.14e+07,C+,495246.1,596444,2s.2p.(3P*).3d,4F*,5/2,2s.2p.(3P*).4f,4D,5/2,,T5109LS,
O,4,,98.8523,,3.52e+09,C+,495169,596330,2s.2p.(3P*).3d,4F*,3/2,2s.2p.(3P*).4f,4G,5/2,,T5109LS,
O,4,,98.8573,,3.53e+09,C+,495246.1,596402,2s.2p.(3P*).3d,4F*,5/2,2s.2p.(3P*).4f,4G,7/2,,T5109LS,
O,1,,98.8578,,6.47e+06,B,0.000,101155.422,2s2.2p4,3P,2,2s2.2p3.(2D*).3s,3D*,1,,"T5803,LS",
O,4,,98.8627,,3.76e+09,C+,495359.6,596510,2s.2p.(3P*).3d,4F*,7/2,2s.2p.(3P*).4f,4G,9/2,,T5109LS,
O,1,,98.8655,,5.77e+07,B,0.000,101147.526,2s2.2p4,3P,2,2s2.2p3.(2D*).3s,3D*,2,,"T5803,LS",
O,4,,98.8708,,4.10e+09,C+,495512.9,596655,2s.2p.(3P*).3d,4F*,9/2,2s.2p.(3P*).4f,4G,11/2,,T5109LS,
O,1,98.8773,98.8773,160,2.26e+08,B,0.000,101135.407,2s2.2p4,3P,2,2s2.2p3.(2D*).3s,3D*,3,,"T5803,LS",L3760
O,4,,98.9267,,3.39e+05,D,495246.1,596331,2s.2p.(3P*).3d,4F*,5/2,2s.2p.(3P*).4f,4D,7/2,,T5109LS,
O,4,,98.9272,,5.35e+07,C+,495359.6,596444,2s.2p.(3P*).3d,4F*,7/2,2s.2p.(3P*).4f,4D,5/2,,T5109LS,
O,4,,98.9277,,5.65e+08,C+,495246.1,596330,2s.2p.(3P*).3d,4F*,5/2,2s.2p.(3P*).4f,4G,5/2,,T5109LS,
O,4,,98.9684,,5.55e+08,C+,495359.6,596402,2s.2p.(3P*).3d,4F*,7/2,2s.2p.(3P*).4f,4G,7/2,,T5109LS,
O,1,,99.0127,,9.47e+07,B,158.265,101155.422,2s2.2p4,3P,1,2s2.2p3.(2D*).3s,3D*,1,,"T5803,LS",
O,4,,99.0127,,3.38e+08,C+,495512.9,596510,2s.2p.(3P*).3d,4F*,9/2,2s.2p.(3P*).4f,4G,9/2,,T5109LS,
O,1,99.0204,99.0204,40,1.68e+08,B,158.265,101147.526,2s2.2p4,3P,1,2s2.2p3.(2D*).3s,3D*,2,,"T5803,LS",L3760
O,4,,99.0379,,6.64e+06,C,495359.6,596331,2s.2p.(3P*).3d,4F*,7/2,2s.2p.(3P*).4f,4D,7/2,,T5109LS,
O,4,,99.0389,,2.04e+07,C+,495359.6,596330,2s.2p.(3P*).3d,4F*,7/2,2s.2p.(3P*).4f,4G,5/2,,T5109LS,
O,1,,99.0801,,1.25e+08,B,226.977,101155.422,2s2.2p4,3P,0,2s2.2p3.(2D*).3s,3D*,1,,"T5803,LS",
O,4,,99.1187,,1.24e+07,C+,495512.9,596402,2s.2p.(3P*).3d,4F*,9/2,2s.2p.(3P*).4f,4G,7/2,,T5109LS,
O,4,,99.1394,,2.07e+07,B,468414.9,569283,2s.2p.(3P*).3p,4D,3/2,2s.2p.(3P*).4s,4P*,5/2,,T5109LS,
O,4,,99.1885,,5.80e+07,C+,495512.9,596331,2s.2p.(3P*).3d,4F*,9/2,2s.2p.(3P*).4f,4D,7/2,,T5109LS,
O,3,,99.2408,,4.88e+07,C+,338577.25,439342.3,2s.2p2.(4P).3s,5P,1,2s.2p2.(4P).4p,5P*,2,,T5376LS,
O,3,,99.2666,,3.61e+07,C+,338701.98,439440.8,2s.2p2.(4P).3s,5P,2,2s.2p2.(4P).4p,5P*,3,,T5376LS,
O,4,,99.2729,,1.86e+08,B,468550.6,569283,2s.2p.(3P*).3p,4D,5/2,2s.2p.(3P*).4s,4P*,5/2,,T5109LS,
O,3,,99.2917,,2.71e+07,C+,338577.25,439290.6,2s.2p2.(4P).3s,5P,1,2s.2p2.(4P).4p,5P*,1,,T5376LS,
O,4,,99.3062,,5.15e+07,B,468337.4,569036,2s.2p.(3P*).3p,4D,1/2,2s.2p.(3P*).4s,4P*,3/2,,T5109LS,
O,3,,99.3096,,1.80e+07,C,267258.71,367953.90,2s2.2p.(2P*).3s,3P*,0,2s2.2p.(2P*).4p,3S,1,,T5376LS,
O,3,,99.3638,,9.00e+06,C,338701.98,439342.3,2s.2p2.(4P).3s,5P,2,2s.2p2.(4P).4p,5P*,2,,T5376LS,
O,4,,99.3827,,3.29e+08,B,468414.9,569036,2s.2p.(3P*).3p,4D,3/2,2s.2p.(3P*).4s,4P*,3/2,,T5109LS,
O,3,,99.4148,,8.09e+07,C+,338701.98,439290.6,2s.2p2.(4P).3s,5P,2,2s.2p2.(4P).4p,5P*,1,,T5376LS,
O,3,,99.4255,,7.19e+07,C+,338863.03,439440.8,2s.2p2.(4P).3s,5P,3,2s.2p2.(4P).4p,5P*,3,,T5376LS,
O,3,,99.4265,,5.39e+07,C,267377.11,367953.90,2s2.2p.(2P*).3s,3P*,1,2s2.2p.(2P*).4p,3S,1,,T5376LS,
O,4,,99.4396,,5.13e+08,B,468337.4,568901,2s.2p.(3P*).3p,4D,1/2,2s.2p.(3P*).4s,4P*,1/2,,T5109LS,
O,4,,99.4797,,8.20e+08,B,468760.0,569283,2s.2p.(3P*).3p,4D,7/2,2s.2p.(3P*).4s,4P*,5/2,,T5109LS,
O,4,,99.5163,,5.12e+08,B,468414.9,568901,2s.2p.(3P*).3p,4D,3/2,2s.2p.(3P*).4s,4P*,1/2,,T5109LS,
O,4,,99.5169,,6.45e+08,B,468550.6,569036,2s.2p.(3P*).3p,4D,5/2,2s.2p.(3P*).4s,4P*,3/2,,T5109LS,
O,3,,99.5230,,5.02e+07,C+,338863.03,439342.3,2s.2p2.(4P).3s,5P,3,2s.2p2.(4P).4p,5P*,2,,T5376LS,
O,3,,99.6811,,8.91e+07,C,267634.00,367953.90,2s2.2p.(2P*).3s,3P*,2,2s2.2p.(2P*).4p,3S,1,,T5376LS,
O,4,,99.9030,,2.22e+06,C+,499994.9,600092,2s2.4p,2P*,1/2,2p2.(1D).3s,2D,3/2,,T5109LS,
O,4,,99.9318,,2.66e+06,C+,500037.8,600106,2s2.4p,2P*,3/2,2p2.(1D).3s,2D,5/2,,T5109LS,
O,4,,99.9458,,4.43e+05,D,500037.8,600092,2s2.4p,2P*,3/2,2p2.(1D).3s,2D,3/2,,T5109LS,
O,1,,99.9497,,5.06e+08,B,15867.862,115918.143,2s2.2p4,1D,2,2s2.2p3.(2P*).3s,1P*,1,,T5713,
O,3,,100.2155,,2.29e+03,B,20273.27,120058.2,2s2.2p2,1D,2,2s.2p3,3D*,1,,"T4026,T4899",
O,3,,100.2204,,3.66e+03,B,20273.27,120053.4,2s2.2p2,1D,2,2s.2p3,3D*,2,,"T4026,T4899",
O,3,,100.2487,,1.80e+04,B,20273.27,120025.2,2s2.2p2,1D,2,2s.2p3,3D*,3,,"T4026,T4899",
O,3,,100.7762,,1.32e+08,C+,267258.71,366488.45,2s2.2p.(2P*).3s,3P*,0,2s2.2p.(2P*).4p,3D,1,,T5376LS,
O,4,,100.7831,,1.46e+07,B,452806.6,552029.6,2s.2p.(3P*).3s,2P*,1/2,2s2.5d,2D,3/2,,T5109LS,
O,3,,100.7875,,1.78e+08,C+,267377.11,366595.76,2s2.2p.(2P*).3s,3P*,1,2s2.2p.(2P*).4p,3D,2,,T5376LS,
O,3,,100.8105,,9.22e+03,B,43185.74,142381.8,2s2.2p2,1S,0,2s.2p3,3P*,1,,"T4026,T4899",
O,4,,100.832,,9.19e+05,C,419533.9,518709,2s2.3d,2D,3/2,2s.2p.(1P*).3s,2P*,3/2,,T5109LS,
O,3,,100.8383,,2.37e+08,C+,267634.00,366802.62,2s2.2p.(2P*).3s,3P*,2,2s2.2p.(2P*).4p,3D,3,,T5376LS,
O,4,,100.842,,9.19e+06,C+,419533.9,518699,2s2.3d,2D,3/2,2s.2p.(1P*).3s,2P*,1/2,,T5109LS,
O,4,,100.849,,8.27e+06,B,419550.6,518709,2s2.3d,2D,5/2,2s.2p.(1P*).3s,2P*,3/2,,T5109LS,
O,3,,100.8966,,9.87e+07,C+,267377.11,366488.45,2s2.2p.(2P*).3s,3P*,1,2s2.2p.(2P*).4p,3D,1,,T5376LS,
O,3,,101.0491,,5.90e+07,C+,267634.00,366595.76,2s2.2p.(2P*).3s,3P*,2,2s2.2p.(2P*).4p,3D,2,,T5376LS,
O,4,,101.0501,,1.74e+07,B,453071.5,552032.3,2s.2p.(3P*).3s,2P*,3/2,2s2.5d,2D,5/2,,T5109LS,
O,4,,101.0529,,2.90e+06,C+,453071.5,552029.6,2s.2p.(3P*).3s,2P*,3/2,2s2.5d,2D,3/2,,T5109LS,
O,3,,101.1588,,6.53e+06,C,267634.00,366488.45,2s2.2p.(2P*).3s,3P*,2,2s2.2p.(2P*).4p,3D,1,,T5376LS,
O,4,,101.222,,3.42e+07,C+,495169,593961.9,2s.2p.(3P*).3d,4F*,3/2,2s.2p.(3P*).4f,4F,5/2,,T5109LS,
O,4,,101.235,,2.05e+08,C+,495169,593948.7,2s.2p.(3P*).3d,4F*,3/2,2s.2p.(3P*).4f,4F,3/2,,T5109LS,
O,4,,101.2692,,3.43e+07,C+,495246.1,593992.8,2s.2p.(3P*).3d,4F*,5/2,2s.2p.(3P*).4f,4F,7/2,,T5109LS,
O,4,,101.3009,,1.76e+08,C+,495246.1,593961.9,2s.2p.(3P*).3d,4F*,5/2,2s.2p.(3P*).4f,4F,5/2,,T5109LS,
O,4,,101.3145,,5.11e+07,C+,495246.1,593948.7,2s.2p.(3P*).3d,4F*,5/2,2s.2p.(3P*).4f,4F,3/2,,T5109LS,
O,4,,101.3322,,2.12e+07,C+,495359.6,594044.9,2s.2p.(3P*).3d,4F*,7/2,2s.2p.(3P*).4f,4F,9/2,,T5109LS,
O,4,,101.3857,,1.95e+08,C+,495359.6,593992.8,2s.2p.(3P*).3d,4F*,7/2,2s.2p.(3P*).4f,4F,7/2,,T5109LS,
O,4,,101.4175,,4.55e+07,C+,495359.6,593961.9,2s.2p.(3P*).3d,4F*,7/2,2s.2p.(3P*).4f,4F,5/2,,T5109LS,
O,4,,101.423,,3.11e+05,D,501509.2,600106,2s.2p.(3P*).3d,2D*,3/2,2p2.(1D).3s,2D,5/2,,T5109LS,
O,4,,101.438,,4.19e+06,C+,501509.2,600092,2s.2p.(3P*).3d,2D*,3/2,2p2.(1D).3s,2D,3/2,,T5109LS,
O,4,,101.480,,4.34e+06,B,501564.4,600106,2s.2p.(3P*).3d,2D*,5/2,2p2.(1D).3s,2D,5/2,,T5109LS,
O,4,,101.4899,,2.33e+08,C+,495512.9,594044.9,2s.2p.(3P*).3d,4F*,9/2,2s.2p.(3P*).4f,4F,9/2,,T5109LS,
O,4,,101.494,,4.65e+05,D,501564.4,600092,2s.2p.(3P*).3d,2D*,5/2,2p2.(1D).3s,2D,3/2,,T5109LS,
O,4,,101.5436,,2.63e+07,C+,495512.9,593992.8,2s.2p.(3P*).3d,4F*,9/2,2s.2p.(3P*).4f,4F,7/2,,T5109LS,
O,3,,101.6849,,2.07e+06,C,293866.49,392209.53,2s2.2p.(2P*).3p,3D,1,2s2.2p.(2P*).5s,3P*,2,,T5376LS,
O,3,,101.8261,,3.09e+07,C+,294002.86,392209.53,2s2.2p.(2P*).3p,3D,2,2s2.2p.(2P*).5s,3P*,2,,T5376LS,
O,3,,101.9874,,5.12e+07,C+,293866.49,391917.80,2s2.2p.(2P*).3p,3D,1,2s2.2p.(2P*).5s,3P*,1,,T5376LS,
O,3,,102.0549,,1.72e+08,C+,294223.07,392209.53,2s2.2p.(2P*).3p,3D,3,2s2.2p.(2P*).5s,3P*,2,,T5376LS,
O,3,,102.0780,,2.04e+08,C+,293866.49,391830.76,2s2.2p.(2P*).3p,3D,1,2s2.2p.(2P*).5s,3P*,0,,T5376LS,
O,3,,102.1295,,1.53e+08,C+,294002.86,391917.80,2s2.2p.(2P*).3p,3D,2,2s2.2p.(2P*).5s,3P*,1,,T5376LS,
O,1,102.5762,102.5762,250*,7.66e+07,B,0.000,97488.538,2s2.2p4,3P,2,2s2.2p3.(4S*).3d,3D*,3,,"T5803,LS",L3760
O,1,102.5762,102.5763,250*,2.11e+06,B,0.000,97488.378,2s2.2p4,3P,2,2s2.2p3.(4S*).3d,3D*,1,,"T5803,LS",L3760
O,1,102.5762,102.5763,250*,1.91e+07,B,0.000,97488.448,2s2.2p4,3P,2,2s2.2p3.(4S*).3d,3D*,2,,"T5803,LS",L3760
O,1,102.7431,102.7431,90*,5.71e+07,B,158.265,97488.448,2s2.2p4,3P,1,2s2.2p3.(4S*).3d,3D*,2,,"T5803,LS",L3760
O,1,102.7431,102.7431,90*,3.17e+07,B,158.265,97488.378,2s2.2p4,3P,1,2s2.2p3.(4S*).3d,3D*,1,,"T5803,LS",L3760
O,1,,102.8157,,4.22e+07,B,226.977,97488.378,2s2.2p4,3P,0,2s2.2p3.(4S*).3d,3D*,1,,"T5803,LS",
O,3,,103.1372,,1.77e+07,D,283759.70,380717.92,2p4,3P,2,2s2.2p.(2P*).4d,3P*,1,,T5376LS,
O,3,,103.1493,,3.18e+07,C,283759.70,380706.51,2p4,3P,2,2s2.2p.(2P*).4d,3P*,2,,T5376LS,
O,6,,103.1912,,4.16e+08,A,0.0,96907.5,1s2.2s,2S,1/2,1s2.2p,2P*,3/2,,T5118LS,
O,4,,103.3023,,1.38e+07,C+,499994.9,596798.2,2s2.4p,2P*,1/2,2s.2p.(3P*).4f,2D,3/2,,T5109LS,
O,4,,103.3069,,3.01e+08,C+,499767.2,596566.2,2s.2p.(3P*).3d,4D*,1/2,2s.2p.(3P*).4f,4D,1/2,,T5109LS,
O,3,,103.3123,,2.30e+08,B,306586.08,403380.0,2s2.2p.(2P*).3p,1D,2,2s2.2p.(2P*).5d,1F*,3,,T5376,
O,4,,103.3373,,3.01e+08,C+,499795.7,596566.2,2s.2p.(3P*).3d,4D*,3/2,2s.2p.(3P*).4f,4D,1/2,,T5109LS,
O,4,,103.3481,,2.76e+06,C,500037.8,596798.2,2s2.4p,2P*,3/2,2s.2p.(3P*).4f,2D,3/2,,T5109LS,
O,3,,103.3489,,4.22e+07,D,283977.40,380737.00,2p4,3P,1,2s2.2p.(2P*).4d,3P*,0,,T5376LS,
O,4,,103.3643,,1.50e+08,C+,499767.2,596512.4,2s.2p.(3P*).3d,4D*,1/2,2s.2p.(3P*).4f,4D,3/2,,T5109LS,
O,3,,103.3693,,1.05e+07,D,283977.40,380717.92,2p4,3P,1,2s2.2p.(2P*).4d,3P*,1,,T5376LS,
O,3,,103.3815,,1.05e+07,D,283977.40,380706.51,2p4,3P,1,2s2.2p.(2P*).4d,3P*,2,,T5376LS,
O,4,,103.3948,,2.40e+08,C+,499795.7,596512.4,2s.2p.(3P*).3d,4D*,3/2,2s.2p.(3P*).4f,4D,3/2,,T5109LS,
O,4,,103.4449,,2.10e+08,C+,499842.6,596512.4,2s.2p.(3P*).3d,4D*,5/2,2s.2p.(3P*).4f,4D,3/2,,T5109LS,
O,4,,103.468,,1.40e+08,C+,499795.7,596444,2s.2p.(3P*).3d,4D*,3/2,2s.2p.(3P*).4f,4D,5/2,,T5109LS,
O,3,,103.4704,,1.40e+07,D,284071.90,380717.92,2p4,3P,0,2s2.2p.(2P*).4d,3P*,1,,T5376LS,
O,4,,103.4977,,1.65e+07,C+,500037.8,596658.3,2s2.4p,2P*,3/2,2s.2p.(3P*).4f,2D,5/2,,T5109LS,
O,4,,103.518,,3.43e+08,C+,499842.6,596444,2s.2p.(3P*).3d,4D*,5/2,2s.2p.(3P*).4f,4D,5/2,,T5109LS,
O,4,,103.587,,1.13e+08,C+,499907.0,596444,2s.2p.(3P*).3d,4D*,7/2,2s.2p.(3P*).4f,4D,5/2,,T5109LS,
O,4,,103.639,,8.49e+07,C+,499842.6,596331,2s.2p.(3P*).3d,4D*,5/2,2s.2p.(3P*).4f,4D,7/2,,T5109LS,
O,4,,103.709,,5.10e+08,C+,499907.0,596331,2s.2p.(3P*).3d,4D*,7/2,2s.2p.(3P*).4f,4D,7/2,,T5109LS,
O,6,,103.7613,,4.09e+08,A,0.0,96375.0,1s2.2s,2S,1/2,1s2.2p,2P*,1/2,,T5118LS,
O,1,103.9230,103.9230,160,9.43e+07,A,0.000,96225.049,2s2.2p4,3P,2,2s2.2p3.(4S*).4s,3S*,1,,"T5803,LS",L3760
O,3,,104.0320,,1.02e+08,C+,210461.8,306586.08,2s.2p3,1P*,1,2s2.2p.(2P*).3p,1D,2,,"T5376,T5791",
O,1,104.0942,104.0943,60,5.64e+07,A,158.265,96225.049,2s2.2p4,3P,1,2s2.2p3.(4S*).4s,3S*,1,,"T5803,LS",L3760
O,1,,104.1688,,1.88e+07,A,226.977,96225.049,2s2.2p4,3P,0,2s2.2p3.(4S*).4s,3S*,1,,"T5803,LS",
O,4,,104.252,,1.29e+07,B,485821.7,581743,2s2.4s,2S,1/2,2s.2p.(1P*).3d,2P*,3/2,,T5109LS,
O,4,,104.276,,1.29e+07,B,485821.7,581721,2s2.4s,2S,1/2,2s.2p.(1P*).3d,2P*,1/2,,T5109LS,
O,4,,104.5364,,5.62e+08,B,390161.2,485821.7,2s2.3p,2P*,1/2,2s2.4s,2S,1/2,,T5109LS,
O,4,,104.6313,,1.12e+09,B,390248.0,485821.7,2s2.3p,2P*,3/2,2s2.4s,2S,1/2,,T5109LS,
O,4,,104.7590,,8.79e+07,B,357614.3,453071.5,2s2.3s,2S,1/2,2s.2p.(3P*).3s,2P*,3/2,,T5109LS,
O,4,,104.9439,,4.92e+08,C+,501509.2,596798.2,2s.2p.(3P*).3d,2D*,3/2,2s.2p.(3P*).4f,2D,3/2,,T5109LS,
O,4,,105.0047,,5.45e+07,C+,501564.4,596798.2,2s.2p.(3P*).3d,2D*,5/2,2s.2p.(3P*).4f,2D,3/2,,T5109LS,
O,3,,105.0358,,8.08e+07,C+,306586.08,401791.7,2s2.2p.(2P*).3p,1D,2,2s2.2p.(2P*).5d,1D*,2,,T5376,
O,4,,105.0505,,8.71e+07,B,357614.3,452806.6,2s2.3s,2S,1/2,2s.2p.(3P*).3s,2P*,1/2,,T5109LS,
O,4,,105.0982,,3.63e+07,C+,501509.2,596658.3,2s.2p.(3P*).3d,2D*,3/2,2s.2p.(3P*).4f,2D,5/2,,T5109LS,
O,4,,105.1592,,5.07e+08,C+,501564.4,596658.3,2s.2p.(3P*).3d,2D*,5/2,2s.2p.(3P*).4f,2D,5/2,,T5109LS,
O,4,,105.480,,7.28e+07,B,474478.1,569283,2s.2p.(3P*).3p,4S,3/2,2s.2p.(3P*).4s,4P*,5/2,,T5109LS,
O,5,,105.5468,,4.65e+08,B,582920.3,677665.0,1s2.2s.3p,3P*,2,1s2.2p.(2P*<3/2>).3p,3D,3,,T3843n,
O,3,,105.6433,,4.36e+07,C+,283759.70,378417.84,2p4,3P,2,2s.2p2.(4P).3p,3P*,1,,T5376LS,
O,3,,105.6514,,3.18e+07,C,297558.66,392209.53,2s2.2p.(2P*).3p,3S,1,2s2.2p.(2P*).5s,3P*,2,,T5376LS,
O,3,,105.6569,,7.84e+07,C+,283759.70,378405.68,2p4,3P,2,2s.2p2.(4P).3p,3P*,2,,T5376LS,
O,4,,105.755,,7.22e+07,B,474478.1,569036,2s.2p.(3P*).3p,4S,3/2,2s.2p.(3P*).4s,4P*,3/2,,T5109LS,
O,4,,105.798,,1.46e+08,B,452806.6,547326,2s.2p.(3P*).3s,2P*,1/2,2s.2p.(1P*).3p,2D,3/2,,T5109LS,
O,5,,105.8141,,3.43e+08,B,582843.1,677348.5,1s2.2s.3p,3P*,1,1s2.2p.(2P*<1/2>).3p,3D,2,,T3843n,
O,3,,105.8674,,1.04e+08,C+,283977.40,378435.16,2p4,3P,1,2s.2p2.(4P).3p,3P*,0,,T5376LS,
O,3,,105.8868,,2.60e+07,C+,283977.40,378417.84,2p4,3P,1,2s.2p2.(4P).3p,3P*,1,,T5376LS,
